date,market,category,commodity,unit,price,H-date
7/15/2012,National Average,pulses and nuts,Chickpeas,KG,1.91,2012-07-15
7/15/2012,National Average,pulses and nuts,Lentils,KG,1.24,2012-07-15
7/15/2012,National Average,pulses and nuts,Pulses,KG,1.5,2012-07-15
7/15/2012,National Average,vegetables and fruits,Apples (red),KG,1.92,2012-07-15
7/15/2012,National Average,vegetables and fruits,Bananas,KG,0.82,2012-07-15
7/15/2012,National Average,vegetables and fruits,Cucumbers,KG,0.61,2012-07-15
7/15/2012,National Average,vegetables and fruits,Garlic,KG,1.95,2012-07-15
7/15/2012,National Average,vegetables and fruits,Onions,KG,0.51,2012-07-15
7/15/2012,National Average,vegetables and fruits,Oranges (big size),KG,1.22,2012-07-15
7/15/2012,National Average,vegetables and fruits,Tomatoes,KG,0.54,2012-07-15
8/15/2012,National Average,cereals and tubers,Bread (pita),KG,0.17,2012-08-15
8/15/2012,National Average,cereals and tubers,Potatoes,KG,0.64,2012-08-15
8/15/2012,National Average,cereals and tubers,Rice (imported),KG,1.1,2012-08-15
8/15/2012,National Average,"meat, fish and eggs",Eggs,2 KG,3.57,2012-08-15
8/15/2012,National Average,"meat, fish and eggs",Meat (beef),KG,9.23,2012-08-15
8/15/2012,National Average,"meat, fish and eggs",Meat (chicken),KG,2.26,2012-08-15
8/15/2012,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.67,2012-08-15
8/15/2012,National Average,"meat, fish and eggs",Meat (lamb),KG,11.38,2012-08-15
8/15/2012,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.31,2012-08-15
8/15/2012,National Average,milk and dairy,Milk (pasteurized),L,1.17,2012-08-15
8/15/2012,National Average,miscellaneous food,Sugar,KG,0.8,2012-08-15
8/15/2012,National Average,oil and fats,Oil (olive),KG,5.79,2012-08-15
8/15/2012,National Average,oil and fats,Oil (vegetable),1.8 L,1.88,2012-08-15
8/15/2012,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.48,2012-08-15
8/15/2012,National Average,pulses and nuts,Chickpeas,KG,1.91,2012-08-15
8/15/2012,National Average,pulses and nuts,Lentils,KG,1.24,2012-08-15
8/15/2012,National Average,pulses and nuts,Pulses,KG,1.5,2012-08-15
8/15/2012,National Average,vegetables and fruits,Apples (red),KG,1.94,2012-08-15
8/15/2012,National Average,vegetables and fruits,Bananas,KG,0.85,2012-08-15
8/15/2012,National Average,vegetables and fruits,Cucumbers,KG,0.69,2012-08-15
8/15/2012,National Average,vegetables and fruits,Garlic,KG,2.2,2012-08-15
8/15/2012,National Average,vegetables and fruits,Onions,KG,0.58,2012-08-15
8/15/2012,National Average,vegetables and fruits,Oranges (big size),KG,1.09,2012-08-15
8/15/2012,National Average,vegetables and fruits,Tomatoes,KG,0.79,2012-08-15
9/15/2012,National Average,cereals and tubers,Bread (pita),KG,0.17,2012-09-15
9/15/2012,National Average,cereals and tubers,Potatoes,KG,0.7,2012-09-15
9/15/2012,National Average,cereals and tubers,Rice (imported),KG,1.1,2012-09-15
9/15/2012,National Average,"meat, fish and eggs",Eggs,2 KG,3.46,2012-09-15
9/15/2012,National Average,"meat, fish and eggs",Meat (beef),KG,9.2,2012-09-15
9/15/2012,National Average,"meat, fish and eggs",Meat (chicken),KG,2.16,2012-09-15
9/15/2012,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.45,2012-09-15
9/15/2012,National Average,"meat, fish and eggs",Meat (lamb),KG,11.61,2012-09-15
9/15/2012,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.31,2012-09-15
9/15/2012,National Average,milk and dairy,Milk (pasteurized),L,1.17,2012-09-15
9/15/2012,National Average,miscellaneous food,Sugar,KG,0.8,2012-09-15
9/15/2012,National Average,oil and fats,Oil (olive),KG,5.79,2012-09-15
9/15/2012,National Average,oil and fats,Oil (vegetable),1.8 L,1.88,2012-09-15
9/15/2012,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.48,2012-09-15
9/15/2012,National Average,pulses and nuts,Chickpeas,KG,1.88,2012-09-15
9/15/2012,National Average,pulses and nuts,Lentils,KG,1.24,2012-09-15
9/15/2012,National Average,pulses and nuts,Pulses,KG,1.5,2012-09-15
9/15/2012,National Average,vegetables and fruits,Apples (red),KG,1.87,2012-09-15
9/15/2012,National Average,vegetables and fruits,Bananas,KG,0.83,2012-09-15
9/15/2012,National Average,vegetables and fruits,Cucumbers,KG,0.78,2012-09-15
9/15/2012,National Average,vegetables and fruits,Garlic,KG,2.46,2012-09-15
9/15/2012,National Average,vegetables and fruits,Onions,KG,0.61,2012-09-15
9/15/2012,National Average,vegetables and fruits,Oranges (big size),KG,1.2,2012-09-15
9/15/2012,National Average,vegetables and fruits,Tomatoes,KG,0.71,2012-09-15
10/15/2012,National Average,cereals and tubers,Bread (pita),KG,0.17,2012-10-15
10/15/2012,National Average,cereals and tubers,Potatoes,KG,0.69,2012-10-15
10/15/2012,National Average,cereals and tubers,Rice (imported),KG,1.1,2012-10-15
10/15/2012,National Average,"meat, fish and eggs",Eggs,2 KG,3.4,2012-10-15
10/15/2012,National Average,"meat, fish and eggs",Meat (beef),KG,9.26,2012-10-15
10/15/2012,National Average,"meat, fish and eggs",Meat (chicken),KG,2.24,2012-10-15
10/15/2012,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.73,2012-10-15
10/15/2012,National Average,"meat, fish and eggs",Meat (lamb),KG,11.59,2012-10-15
10/15/2012,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.31,2012-10-15
10/15/2012,National Average,milk and dairy,Milk (pasteurized),L,1.17,2012-10-15
10/15/2012,National Average,miscellaneous food,Sugar,KG,0.8,2012-10-15
10/15/2012,National Average,oil and fats,Oil (olive),KG,5.79,2012-10-15
10/15/2012,National Average,oil and fats,Oil (vegetable),1.8 L,1.89,2012-10-15
10/15/2012,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.48,2012-10-15
10/15/2012,National Average,pulses and nuts,Chickpeas,KG,1.88,2012-10-15
10/15/2012,National Average,pulses and nuts,Lentils,KG,1.24,2012-10-15
10/15/2012,National Average,pulses and nuts,Pulses,KG,1.5,2012-10-15
10/15/2012,National Average,vegetables and fruits,Apples (red),KG,2,2012-10-15
10/15/2012,National Average,vegetables and fruits,Bananas,KG,0.85,2012-10-15
10/15/2012,National Average,vegetables and fruits,Cucumbers,KG,0.8,2012-10-15
10/15/2012,National Average,vegetables and fruits,Garlic,KG,2.44,2012-10-15
10/15/2012,National Average,vegetables and fruits,Onions,KG,0.61,2012-10-15
10/15/2012,National Average,vegetables and fruits,Oranges (big size),KG,1.14,2012-10-15
10/15/2012,National Average,vegetables and fruits,Tomatoes,KG,0.56,2012-10-15
11/15/2012,National Average,cereals and tubers,Bread (pita),KG,0.17,2012-11-15
11/15/2012,National Average,cereals and tubers,Potatoes,KG,0.67,2012-11-15
11/15/2012,National Average,cereals and tubers,Rice (imported),KG,1.1,2012-11-15
11/15/2012,National Average,"meat, fish and eggs",Eggs,2 KG,3.44,2012-11-15
11/15/2012,National Average,"meat, fish and eggs",Meat (beef),KG,9.28,2012-11-15
11/15/2012,National Average,"meat, fish and eggs",Meat (chicken),KG,2.25,2012-11-15
11/15/2012,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.54,2012-11-15
11/15/2012,National Average,"meat, fish and eggs",Meat (lamb),KG,11.18,2012-11-15
11/15/2012,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.26,2012-11-15
11/15/2012,National Average,milk and dairy,Milk (pasteurized),L,1.17,2012-11-15
11/15/2012,National Average,miscellaneous food,Sugar,KG,0.8,2012-11-15
11/15/2012,National Average,oil and fats,Oil (olive),KG,5.3,2012-11-15
11/15/2012,National Average,oil and fats,Oil (vegetable),1.8 L,1.72,2012-11-15
11/15/2012,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.49,2012-11-15
11/15/2012,National Average,pulses and nuts,Chickpeas,KG,1.73,2012-11-15
11/15/2012,National Average,pulses and nuts,Lentils,KG,1.21,2012-11-15
11/15/2012,National Average,pulses and nuts,Pulses,KG,1.5,2012-11-15
11/15/2012,National Average,vegetables and fruits,Apples (red),KG,1.9,2012-11-15
11/15/2012,National Average,vegetables and fruits,Bananas,KG,0.85,2012-11-15
11/15/2012,National Average,vegetables and fruits,Cucumbers,KG,0.59,2012-11-15
11/15/2012,National Average,vegetables and fruits,Garlic,KG,2.53,2012-11-15
11/15/2012,National Average,vegetables and fruits,Onions,KG,0.6,2012-11-15
11/15/2012,National Average,vegetables and fruits,Oranges (big size),KG,1.63,2012-11-15
11/15/2012,National Average,vegetables and fruits,Tomatoes,KG,0.48,2012-11-15
12/15/2012,National Average,cereals and tubers,Bread (pita),KG,0.17,2012-12-15
12/15/2012,National Average,cereals and tubers,Potatoes,KG,0.65,2012-12-15
12/15/2012,National Average,cereals and tubers,Rice (imported),KG,1.1,2012-12-15
12/15/2012,National Average,"meat, fish and eggs",Eggs,2 KG,3.47,2012-12-15
12/15/2012,National Average,"meat, fish and eggs",Meat (beef),KG,9.27,2012-12-15
12/15/2012,National Average,"meat, fish and eggs",Meat (chicken),KG,2.25,2012-12-15
12/15/2012,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.59,2012-12-15
12/15/2012,National Average,"meat, fish and eggs",Meat (lamb),KG,11.17,2012-12-15
12/15/2012,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.26,2012-12-15
12/15/2012,National Average,milk and dairy,Milk (pasteurized),L,1.17,2012-12-15
12/15/2012,National Average,miscellaneous food,Sugar,KG,0.8,2012-12-15
12/15/2012,National Average,oil and fats,Oil (olive),KG,5.3,2012-12-15
12/15/2012,National Average,oil and fats,Oil (vegetable),1.8 L,1.72,2012-12-15
12/15/2012,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.49,2012-12-15
12/15/2012,National Average,pulses and nuts,Chickpeas,KG,1.73,2012-12-15
12/15/2012,National Average,pulses and nuts,Lentils,KG,1.21,2012-12-15
12/15/2012,National Average,pulses and nuts,Pulses,KG,1.5,2012-12-15
12/15/2012,National Average,vegetables and fruits,Apples (red),KG,1.9,2012-12-15
12/15/2012,National Average,vegetables and fruits,Bananas,KG,0.85,2012-12-15
12/15/2012,National Average,vegetables and fruits,Cucumbers,KG,0.59,2012-12-15
12/15/2012,National Average,vegetables and fruits,Garlic,KG,2.53,2012-12-15
12/15/2012,National Average,vegetables and fruits,Onions,KG,0.6,2012-12-15
12/15/2012,National Average,vegetables and fruits,Oranges (big size),KG,1.57,2012-12-15
12/15/2012,National Average,vegetables and fruits,Tomatoes,KG,0.48,2012-12-15
1/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,2013-01-15
1/15/2013,National Average,cereals and tubers,Potatoes,KG,0.77,2013-01-15
1/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,2013-01-15
1/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.61,2013-01-15
1/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.54,2013-01-15
1/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.28,2013-01-15
1/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.78,2013-01-15
1/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,11.79,2013-01-15
1/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.43,2013-01-15
1/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,2013-01-15
1/15/2013,National Average,miscellaneous food,Sugar,KG,0.8,2013-01-15
1/15/2013,National Average,oil and fats,Oil (olive),KG,5.3,2013-01-15
1/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.86,2013-01-15
1/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,2013-01-15
1/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.77,2013-01-15
1/15/2013,National Average,pulses and nuts,Lentils,KG,1.26,2013-01-15
1/15/2013,National Average,vegetables and fruits,Apples (red),KG,1.99,2013-01-15
1/15/2013,National Average,vegetables and fruits,Bananas,KG,0.85,2013-01-15
1/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.64,2013-01-15
1/15/2013,National Average,vegetables and fruits,Garlic,KG,2.54,2013-01-15
1/15/2013,National Average,vegetables and fruits,Onions,KG,0.63,2013-01-15
1/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.57,2013-01-15
1/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.77,2013-01-15
2/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,2013-02-15
2/15/2013,National Average,cereals and tubers,Potatoes,KG,0.78,2013-02-15
2/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.15,2013-02-15
2/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.84,2013-02-15
2/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.34,2013-02-15
2/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.45,2013-02-15
2/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.8,2013-02-15
2/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,11.75,2013-02-15
2/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.54,2013-02-15
2/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.16,2013-02-15
2/15/2013,National Average,miscellaneous food,Sugar,KG,0.79,2013-02-15
2/15/2013,National Average,oil and fats,Oil (olive),KG,5.07,2013-02-15
2/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.85,2013-02-15
2/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.49,2013-02-15
2/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.78,2013-02-15
2/15/2013,National Average,pulses and nuts,Lentils,KG,1.28,2013-02-15
2/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.05,2013-02-15
2/15/2013,National Average,vegetables and fruits,Bananas,KG,0.83,2013-02-15
2/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.68,2013-02-15
2/15/2013,National Average,vegetables and fruits,Garlic,KG,2.65,2013-02-15
2/15/2013,National Average,vegetables and fruits,Onions,KG,0.68,2013-02-15
2/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,0.6,2013-02-15
2/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.48,2013-02-15
3/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,2013-03-15
3/15/2013,National Average,cereals and tubers,Potatoes,KG,0.78,2013-03-15
3/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.15,2013-03-15
3/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.65,2013-03-15
3/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.26,2013-03-15
3/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.37,2013-03-15
3/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.74,2013-03-15
3/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.03,2013-03-15
3/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.54,2013-03-15
3/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.16,2013-03-15
3/15/2013,National Average,miscellaneous food,Sugar,KG,0.79,2013-03-15
3/15/2013,National Average,oil and fats,Oil (olive),KG,5.07,2013-03-15
3/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.91,2013-03-15
3/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.49,2013-03-15
3/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.8,2013-03-15
3/15/2013,National Average,pulses and nuts,Lentils,KG,1.28,2013-03-15
3/15/2013,National Average,vegetables and fruits,Apples (red),KG,1.95,2013-03-15
3/15/2013,National Average,vegetables and fruits,Bananas,KG,0.86,2013-03-15
3/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.68,2013-03-15
3/15/2013,National Average,vegetables and fruits,Garlic,KG,2.25,2013-03-15
3/15/2013,National Average,vegetables and fruits,Onions,KG,0.7,2013-03-15
3/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,0.97,2013-03-15
3/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.59,2013-03-15
4/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,2013-04-15
4/15/2013,National Average,cereals and tubers,Potatoes,KG,0.73,2013-04-15
4/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.14,2013-04-15
4/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.58,2013-04-15
4/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.39,2013-04-15
4/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.37,2013-04-15
4/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.75,2013-04-15
4/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,11.98,2013-04-15
4/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.71,2013-04-15
4/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,2013-04-15
4/15/2013,National Average,miscellaneous food,Sugar,KG,0.79,2013-04-15
4/15/2013,National Average,oil and fats,Oil (olive),KG,5.07,2013-04-15
4/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.86,2013-04-15
4/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.48,2013-04-15
4/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.83,2013-04-15
4/15/2013,National Average,pulses and nuts,Lentils,KG,1.33,2013-04-15
4/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.27,2013-04-15
4/15/2013,National Average,vegetables and fruits,Bananas,KG,0.86,2013-04-15
4/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.58,2013-04-15
4/15/2013,National Average,vegetables and fruits,Garlic,KG,2.25,2013-04-15
4/15/2013,National Average,vegetables and fruits,Onions,KG,0.65,2013-04-15
4/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.34,2013-04-15
4/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.72,2013-04-15
5/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,2013-05-15
5/15/2013,National Average,cereals and tubers,Potatoes,KG,0.78,2013-05-15
5/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.15,2013-05-15
5/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.65,2013-05-15
5/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.26,2013-05-15
5/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.37,2013-05-15
5/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.74,2013-05-15
5/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.03,2013-05-15
5/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.54,2013-05-15
5/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.16,2013-05-15
5/15/2013,National Average,miscellaneous food,Sugar,KG,0.79,2013-05-15
5/15/2013,National Average,oil and fats,Oil (olive),KG,5.07,2013-05-15
5/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.86,2013-05-15
5/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.49,2013-05-15
5/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.8,2013-05-15
5/15/2013,National Average,pulses and nuts,Lentils,KG,1.33,2013-05-15
5/15/2013,National Average,vegetables and fruits,Apples (red),KG,1.99,2013-05-15
5/15/2013,National Average,vegetables and fruits,Bananas,KG,0.86,2013-05-15
5/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.68,2013-05-15
5/15/2013,National Average,vegetables and fruits,Garlic,KG,2.25,2013-05-15
5/15/2013,National Average,vegetables and fruits,Onions,KG,0.7,2013-05-15
5/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,0.97,2013-05-15
5/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.59,2013-05-15
6/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,2013-06-15
6/15/2013,National Average,cereals and tubers,Potatoes,KG,0.71,2013-06-15
6/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.14,2013-06-15
6/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.48,2013-06-15
6/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.43,2013-06-15
6/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.37,2013-06-15
6/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.72,2013-06-15
6/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,11.81,2013-06-15
6/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.71,2013-06-15
6/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.18,2013-06-15
6/15/2013,National Average,miscellaneous food,Sugar,KG,0.78,2013-06-15
6/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,2013-06-15
6/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.92,2013-06-15
6/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.48,2013-06-15
